store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
Minelli (all remaining stores),France — multiple locations (addresses not specified),Closing,"May 30, 2026",permanently closing May 30,"French footwear and clothing retailer Minelli, under court-ordered administration for several weeks, announced all remaining stores will permanently close on May 30 after failing to attract a buyer for the full network. Submitted offers were limited to a few isolated outlets or brand-only operations without significant commitments on jobs or network continuity.",https://entrevue.fr/en/entreprises/minelli-annonce-fermer-definitivement-le-30-mai/,2026-05-13 13:13:00,newsbatch_4_output,2026-05-15
Kimpton Ashbel New York,"Park Avenue, Manhattan, New York (address not specified)",Opening,Not specified,grand opening,Article could not be fetched (403 error). Title indicates the grand opening of Kimpton Ashbel New York on Manhattan's Park Avenue. No further details available.,https://www.travelandtourworld.com/news/article/united-states-leads-with-the-grand-opening-of-kimpton-ashbel-new-york-bringing-luxury-and-historic-charm-to-manhattans-park-avenue/,2026-05-13 12:49:58,newsbatch_4_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,MSN page returned no article content. Title indicates a beloved barbecue chain is closing locations nationwide following a bankruptcy filing. No extractable business-specific details available.,https://www.msn.com/en-us/money/companies/beloved-barbecue-chain-closing-locations-nationwide-following-bankruptcy-filing/ar-AA22iB8s,2026-05-13 11:58:26,newsbatch_4_output,2026-05-15
Aldi,"11755 Fulton St. E., Lowell Township, MI",Opening,Thursday (date not specified in article),grand opening with ribbon-cutting at 8:45 a.m.,"Aldi will celebrate the grand opening of its new Lowell Township store with a ribbon-cutting at 8:45 a.m. and $3,000 in gift card giveaways; the first 200 customers will receive goodie bags and a golden ticket worth up to $100. The store will be open daily from 9 a.m. to 8 p.m. Aldi is opening more than 180 stores across the US this year with a goal of reaching 3,200 total stores by end of 2028.",https://www.woodtv.com/news/kent-county/aldi-to-give-away-3k-in-gift-cards-at-grand-opening-of-lowell-area-store/amp/,2026-05-13 11:25:20,newsbatch_4_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.journal-news.net/news/business_and_economy/people-of-worth-celebrates-reopening-in-new-location/article_041615de-0a3c-58b6-80a8-cd81b5e4ecea.html,2026-05-13 17:04:00,newsbatch_5_output,2026-05-15
Burlington,"10261 River Marsh Drive, Suite 149",Opening,Not specified,set to open Friday / grand opening celebration will begin with a ribbon-cutting ceremony at 8:45 a.m.,"A new Burlington store is set to open Friday in Jacksonville near St. Johns Town Center. The grand opening includes a ribbon-cutting at 8:45 a.m. and a $5,000 donation to Southside Estates Elementary School. This marks Burlington’s 127th store in Florida with an updated store format.",https://www.aol.com/news/burlington-open-store-near-st-150634483.html,2026-05-13 16:55:56,newsbatch_5_output,2026-05-15
Sablé Boulangerie,"near Gilbert and Elliot roads, Gilbert, AZ",Opening,Not specified,celebrating the grand opening,"Chef Will Porter is celebrating the grand opening of his French-style bakery Sablé Boulangerie in Gilbert. The menu includes classic French pastries like croissants, Pain Au Chocolat, baguettes and American classics with a twist. Porter gained followers on social media showcasing his desserts.",https://www.azfamily.com/2026/05/13/viral-chef-celebrates-grand-opening-french-style-bakery-gilbert/,2026-05-13 16:40:00,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/travel/news/gastonias-new-street-food-spot-is-now-open/ar-AA22G4PT,2026-05-13 16:39:21,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://ftnnews.com/travel-news/accommodation/raffles-hotels-to-open-first-alpine-resort-in-courchevel-1850-for-winter-2028/,2026-05-13 16:29:51,newsbatch_5_output,2026-05-15
Pinecrest Bakery,"9929 S. Military Trail, Boynton Beach",Opening,Mid-July,expected to open this July,"Pinecrest Bakery, a 24-hour Cuban cafe, is expected to open this July in the Boynton West Shopping Center in Boynton Beach. The chain is known for bocaditos, cakes, croquetas and guava-cheese pastelitos.",https://www.sun-sentinel.com/2026/05/13/4-south-florida-restaurants-that-are-opening-soon-june-july-edition/,2026-05-13 16:27:04,newsbatch_5_output,2026-05-15
Gary Rack’s Farmhouse Kitchen,"3314 N. University Drive, Coral Springs",Opening,Mid to late June,opening soon,"Gary Rack’s Farmhouse Kitchen will open its first Broward County location in Coral Springs mid to late June. The 3,600 square foot restaurant will serve dishes including Buffalo Cauliflower, Choppy Chop salad, Nutty Chicken and Farmhouse Slow-Braised Baby Back Ribs.",https://www.sun-sentinel.com/2026/05/13/4-south-florida-restaurants-that-are-opening-soon-june-july-edition/,2026-05-13 16:27:04,newsbatch_5_output,2026-05-15
True Vegan,"815 Belvedere Road, West Palm Beach",Opening,Not specified,opening soon,"True Vegan is opening at 815 Belvedere Road in West Palm Beach after operating in Delray Beach. The restaurant serves vegan fried chicken, pizzas, soft-serve ice cream and pasta Bolognese.",https://www.sun-sentinel.com/2026/05/13/4-south-florida-restaurants-that-are-opening-soon-june-july-edition/,2026-05-13 16:27:04,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/money/realestate/is-mcdonald-s-closing-stores-6-reasons-behind-discouraging-projections/ss-AA22DkUq?ocid=iehpStartMenuInternet,2026-05-13 16:15:22,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/news/us/townhall-meeting-held-between-chatham-residents-walgreens-officials-regarding-store-closing/ar-AA22ML0F,2026-05-13 16:13:20,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/health/other/clinton-addiction-recovery-center-celebrates-2-years-opens-new-location/ar-AA22Ngns?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-05-13 16:08:41,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.casino.org/news/coushatta-casino-hotel-set-open-friday-several-floors-just-flooded/,2026-05-13 15:50:28,newsbatch_5_output,2026-05-15
Miraval The Red Sea,Shura Island,Opening,this month,officially opening its doors this month,"Bookings are now open for Miraval The Red Sea, which is officially opening this month. The 180-room luxury wellness resort on Shura Island is for guests over 18 and is Miraval’s first outside the US. Reservations start May 15.",https://whatsonsaudiarabia.com/2026/05/bookings-for-miraval-the-red-sea/,2026-05-13 15:46:09,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/foodanddrink/foodnews/chicken-salad-chick-plans-giveaway-packed-grand-opening-in-this-texas-hill-country-city/ar-AA22yN3q,2026-05-13 15:14:26,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.fox21online.com/news/local/mazi-table-bar-on-tower-avenue-in-superior-celebrates-grand-opening/article_0ac852da-8a2b-4f46-8b33-7570e166b4f6.html,2026-05-13 15:01:48,newsbatch_5_output,2026-05-15
SPAR Gran Canaria,"129 Párroco Segundo Vega Street, El Batán neighborhood, Las Palmas de Gran Canaria",Opening,Not specified,opens a new store,"SPAR Gran Canaria opens a new store in the El Batán neighborhood of Las Palmas de Gran Canaria at 129 Párroco Segundo Vega Street. The 320 square meter store creates 12 new jobs and offers fresh products, home delivery and online shopping.",https://maspalomas24h.uk/Article/10530/Spar-Gran-Canaria-opens-a-new-store-in-El-Bat%C3%A1n-and-expands-its-offering-in-the-capital,2026-05-13 13:44:32,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/sports/other/upshot-league-expanding-to-nashville-in-2027/ar-AA214Iun?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1&bundles=feat-es2020-t,2026-05-13 13:40:48,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.shawangunkjournal.com/columns/2026/05/13/open-for-business-customer-service-sacrificed-on-the-altar-of-automation/309eGN,2026-05-13 13:20:33,newsbatch_5_output,2026-05-15
Minelli,Address not specified,Closing,May 30th,permanent closure on May 30th / remaining stores will close on May 30th,The French retailer Minelli is preparing to close its doors for good. The remaining stores will close on May 30th after failing to attract a buyer. The closure marks the end of the brand in French city centers and shopping malls.,https://entrevue.fr/en/entreprises/minelli-annonce-fermer-definitivement-le-30-mai/,2026-05-13 13:13:00,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.travelandtourworld.com/news/article/united-states-leads-with-the-grand-opening-of-kimpton-ashbel-new-york-bringing-luxury-and-historic-charm-to-manhattans-park-avenue/,2026-05-13 12:49:58,newsbatch_5_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/money/companies/beloved-barbecue-chain-closing-locations-nationwide-following-bankruptcy-filing/ar-AA22iB8s,2026-05-13 11:58:26,newsbatch_5_output,2026-05-15
Aldi,11755 Fulton St. E. near Alden Nash Avenue SE in Lowell Township,Opening,Not specified,grand opening of its new store,"Aldi will celebrate the grand opening of its new store at 11755 Fulton St. E. in Lowell Township with a ribbon-cutting at 8:45 a.m. The first 200 customers receive goodie bags and golden tickets for gift cards totaling $3,000. The store will be open 9 a.m. to 8 p.m. daily.",https://www.woodtv.com/news/kent-county/aldi-to-give-away-3k-in-gift-cards-at-grand-opening-of-lowell-area-store/amp/,2026-05-13 11:25:20,newsbatch_5_output,2026-05-15
Point Park (Longport),"Longport, NJ (southernmost tip; full address not specified)",Opening,Not specified,now open,"Longport's Point Park at the borough's most southern tip is now open, with the safety fence removed. Improvements include a new water fountain for people and dogs, two new bike racks, and nine parking spaces. Additional landscaping, light poles, benches, and beach cleanup are still to come as the project nears completion.",https://downbeachbuzz.com/longport-point-park-now-open/,2026-05-13 11:20:33,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/money/companies/pizza-chain-shuts-down-all-us-locations-and-files-for-bankruptcy-after-50-years/ss-AA21g99B,2026-05-13 11:18:31,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (read timeout). No content available for extraction.,https://www.idahocountyfreepress.com/news/grangeville-city-council-farmers-market-expanding-to-tuesdays/article_87a92057-55be-4f36-87f3-0baef4fbe56c.html,2026-05-13 11:00:00,newsbatch_6_output,2026-05-15
Lidl (Co Antrim),"Co Antrim, Northern Ireland, UK (full address not specified)",Opening,Not specified,planning to build new store,Article could not be fetched (403 Forbidden). Title indicates Lidl is planning to build a new store in Co Antrim. Title-only extraction.,https://www.belfasttelegraph.co.uk/business/ulster-business/news/lidl-planning-to-build-new-store-in-co-antrim/a/151538405.html,2026-05-13 09:44:23,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article returned no text content. The article covers a groundbreaking for a tennis complex expansion, not a retail or restaurant opening or closure.",https://www.azfamily.com/video/2026/05/13/video-mount-pleasant-breaks-ground-mugsy-kerr-tennis-complex-expansion/,2026-05-13 09:36:40,newsbatch_6_output,2026-05-15
Five Guys (Causeway Bay),"Causeway Bay, Hong Kong (full address not specified)",Closing,Not specified,reportedly ceases operations,Article could not be fetched (403 Forbidden). Title indicates the Five Guys Causeway Bay outlet has reportedly ceased operations. Title-only extraction.,https://www.dimsumdaily.hk/five-guys-causeway-bay-outlet-reportedly-ceases-operations/,2026-05-13 09:30:53,newsbatch_6_output,2026-05-15
Anantara Somabay Resort & Residences,"Somabay, Egypt (full address not specified)",Opening,May 2030,opening in May 2030,"Article could not be fetched (403 Forbidden). Title indicates Minor Hotels signed the Anantara Somabay Resort & Residences in Egypt, featuring 300 new hotel keys and 150 residential units, with opening planned for May 2030. Title-only extraction.",https://www.travelandtourworld.com/news/article/minor-hotels-signs-anantara-somabay-resort-residences-in-egypt-with-marking-a-major-expansion-with-three-hundred-new-hotel-keys-and-one-hundred-and-fifty-residential-units-opening-in-may-2030/,2026-05-13 09:24:06,newsbatch_6_output,2026-05-15
Whole Foods Market (Notting Hill Gate),"Notting Hill Gate, London, UK (full address not specified)",Opening,Not specified,set to open new location,Article body returned only unrelated promotional content (Ikea/Chupa Chups). Title indicates Whole Foods Market is set to open a new location in Notting Hill Gate. Title-only extraction.,https://www.grocerygazette.co.uk/2026/05/13/whole-foods-market-set-to-open-new-location-in-notting-hill-gate/,2026-05-13 09:09:24,newsbatch_6_output,2026-05-15
Rotana Ras Al Khaimah – The Mangroves,"Ras Al Khaimah, UAE (full address not specified)",Opening,Not specified,opening soon,"Rotana Ras Al Khaimah – The Mangroves is an upcoming 258-key property set within Ras Al Khaimah's mangrove landscape, being positioned as a fully integrated lifestyle destination blending business, leisure, events, wellness, and waterfront relaxation. The property will feature premium rooms and suites overlooking the mangroves, along with one of RAK's largest pillar-free ballrooms. No opening date has been specified in the article.",https://wow-rak.com/rotana-ras-al-khaimah-the-mangroves/,2026-05-13 08:06:16,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/sports/nhl/steelbound-brewery-opens-new-location/ar-AA233w2R,2026-05-13 07:42:19,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/foodanddrink/foodnews/one-of-the-bay-areas-defining-asian-american-bakeries-is-opening-soon-in-alameda/ar-AA22D2iJ,2026-05-13 07:36:34,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/news/us/mambo-seafood-stuns-by-closing-all-locations-in-shocking-san-antonio-exit/ar-AA22xqcQ,2026-05-13 06:53:59,newsbatch_6_output,2026-05-15
Boost Juice – Robina,"Robina, Gold Coast, QLD, Australia (full address not specified)",Closing,"On or around May 1, 2026",temporarily closed (company wound up in liquidation),"Abadell Pty Ltd, the franchise operator running four Gold Coast Boost Juice stores, was wound up in the Federal Court on May 1 following legal action linked to unpaid tax debts, with liquidator Helen Newman from BDO Advisory appointed. All four stores are now listed as ""temporarily closed"" online, with some having served customers for more than 20 years. The Robina store had been operating since 2009.",https://7news.com.au/news/four-long-running-gold-coast-boost-juice-stores-close-after-franchise-operator-goes-into-liquidation-c-22278174,2026-05-13 05:39:00,newsbatch_6_output,2026-05-15
Boost Juice – Australia Fair,"Australia Fair, Gold Coast, QLD, Australia (full address not specified)",Closing,"On or around May 1, 2026",temporarily closed (company wound up in liquidation),"Abadell Pty Ltd, the franchise operator running four Gold Coast Boost Juice stores, was wound up in the Federal Court on May 1 following legal action linked to unpaid tax debts. The Australia Fair store had been operating since 2006 and is now listed as ""temporarily closed"" online.",https://7news.com.au/news/four-long-running-gold-coast-boost-juice-stores-close-after-franchise-operator-goes-into-liquidation-c-22278174,2026-05-13 05:39:00,newsbatch_6_output,2026-05-15
Boost Juice – Paradise Centre,"Paradise Centre, Gold Coast, QLD, Australia (full address not specified)",Closing,"On or around May 1, 2026",temporarily closed (company wound up in liquidation),"Abadell Pty Ltd, the franchise operator running four Gold Coast Boost Juice stores, was wound up in the Federal Court on May 1 following legal action linked to unpaid tax debts. The Paradise Centre store had been operating since 2003 and is now listed as ""temporarily closed"" online.",https://7news.com.au/news/four-long-running-gold-coast-boost-juice-stores-close-after-franchise-operator-goes-into-liquidation-c-22278174,2026-05-13 05:39:00,newsbatch_6_output,2026-05-15
Boost Juice – Surfers Paradise,"Surfers Paradise, Gold Coast, QLD, Australia (full address not specified)",Closing,"On or around May 1, 2026",temporarily closed (company wound up in liquidation),"Abadell Pty Ltd, the franchise operator running four Gold Coast Boost Juice stores, was wound up in the Federal Court on May 1 following legal action linked to unpaid tax debts. The Surfers Paradise store had been operating since 2004 and is now listed as ""temporarily closed"" online.",https://7news.com.au/news/four-long-running-gold-coast-boost-juice-stores-close-after-franchise-operator-goes-into-liquidation-c-22278174,2026-05-13 05:39:00,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article returned no text content. The article covers a professional women's hockey league expansion to Las Vegas, not a retail or restaurant event.",https://www.kptv.com/video/2026/05/13/professional-womens-hockey-league-expanding-las-vegas/,2026-05-13 05:35:00,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/money/companies/beloved-pizza-chain-shutters-all-of-its-locations-decision-did-not-come-easily/ar-AA22dDKo,2026-05-13 04:59:36,newsbatch_6_output,2026-05-15
El Pollo Loco (Redding),"Churn Creek Road, Redding, CA (full address not specified)",Opening,"Not specified (grand opening coming soon as of May 12, 2026)",has opened; grand opening soon,"El Pollo Loco has opened on Churn Creek Road in Redding, California, with a grand opening event coming soon. The article is primarily a photo gallery with minimal text. No specific address or grand opening date is provided in the available article text.",https://krcrtv.com/news/local/gallery/its-official-el-pollo-loco-has-opened-in-redding-with-a-grand-opening-soon,2026-05-13 00:42:18,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/travel/tripideas/chicago-breakfast-institution-expands-with-new-location/ar-AA232I0s,2026-05-13 00:40:47,newsbatch_6_output,2026-05-15
Shantell's Just Until,"Downtown Sanford, FL (full address not specified)",Closing,"May 15, 2026",closing its doors,"Shantell's Just Until restaurant and lounge in downtown Sanford is closing on Friday, May 15, 2026, following the owner Chantelle Williams's serious injuries sustained in a crash during Bike Week in Daytona Beach in March. Williams operated the restaurant for more than a decade but decided through her recovery that it was time to start something new. She has indicated plans to return with something new at the same building with a new partner.",https://www.wesh.com/article/beloved-sanford-restaurant-announces-closure/71306364,2026-05-14 21:39:00,newsbatch_6_output,2026-05-15
Patty Shack,"2121 S. Kinnickinnic Ave., Bay View (Milwaukee), WI",Closing,"May 8, 2026 (eviction notice date); confirmed May 10, 2026",permanently closed,"Patty Shack, a Utah-based burger restaurant that opened its first out-of-state location in Bay View in 2023, has permanently closed after being evicted. An eviction notice dated May 8 was posted on the front window, and the business confirmed permanent closure in a Facebook comment on May 10. Landlord Baylawn Properties LLC had filed a small claims complaint against the owner in March over unpaid rent.",https://www.aol.com/news/bay-view-burger-restaurant-closed-195501561.html,2026-05-14 21:31:57,newsbatch_6_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (403 Forbidden). No content available for extraction.,https://www.inc.com/lucia-auerbach/popular-mexican-restaurant-chain-only-has-one-location-left/91345011,2026-05-14 21:31:24,newsbatch_6_output,2026-05-15
Climb Nittany,"328 Discovery Drive, Boalsburg",Closing,"May 31, 2026","will close for the last time at 6 p.m. Sunday, May 31","Centre County's only rock climbing gym announced it will close at 6 p.m. on May 31 after six years in business, citing unsustainable occupancy costs after exhausting every restructuring option. The gym opened in October 2020 and offered rope climbing, bouldering, and various training programs. The announcement on Instagram and Facebook drew hundreds of reactions from disappointed customers.",https://www.aol.com/news/centre-county-only-rock-climbing-180507675.html,2026-05-14 20:28:58,newsbatch_7_output,2026-05-15
Cub Foods (multiple locations),Address not specified,Closing,Not specified,"closes stores, exits key markets","Article could not be fetched (403 error). Title indicates a longtime grocery chain is closing stores and exiting key markets, identified as Cub Foods. No further details available.",https://www.thestreet.com/retail/longtime-grocery-chain-closes-stores-exits-key-markets-cub-foods,2026-05-14 20:13:55,newsbatch_7_output,2026-05-15
Acapulco (38 locations),Address not specified,Closing,Not specified,closed 38 locations,Article could not be fetched (403 error). Title indicates a 66-year-old Mexican restaurant chain called Acapulco closed 38 locations with 1 remaining. No further details available.,https://www.thestreet.com/restaurants/mexican-chain-acapulco-closes-38-locations-1-remains,2026-05-14 20:09:33,newsbatch_7_output,2026-05-15
GIANT (Everett),"250 West Main Street, Everett, PA",Opening,"May 15, 2026","officially open its doors to the public Friday, May 15","The former Everett Foodliner location is set to reopen as a new GIANT grocery store on Friday, May 15, with a ribbon cutting at 7:30 a.m. and doors open to all at 8 a.m. The location was purchased by the GIANT company in February alongside Saxton Market, and both have since been renovated. The store will operate 7 a.m. to 9 p.m. seven days a week.",https://www.aol.com/news/giant-grocery-store-ready-open-165248324.html,2026-05-14 19:07:27,newsbatch_7_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,MSN page returned no article content. Title indicates a new discount grocery store is coming to Manassas. No extractable details available.,https://www.msn.com/en-us/money/companies/new-discount-grocery-store-coming-to-manassas/ar-AA22n8FD,2026-05-14 19:00:53,newsbatch_7_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article content did not load meaningfully. The article discusses Mercadona supermarket hours on Saint Isidore's Day — no specific opening or closing event details were extractable.,https://www.democrata.es/en/society/do-mercadona-open-this-may-15-supermarket-hours-on-saint-isidore-s-day/,2026-05-14 18:54:00,newsbatch_7_output,2026-05-15
Thien Phat,"3330 Rainier Ave. S, Seattle",Closing,Not specified,hopes to stay open; faces potential eviction,"A mother-daughter-owned Vietnamese restaurant in Seattle's Rainier Valley is facing potential eviction after its landlord demanded faster repayment of nearly $40,000 in pandemic-era debt. The owners launched an online fundraiser and are calling for increased city patrols while inviting neighbors to dine and use catering to keep the business open. No closure date has been announced.",https://www.aol.com/news/seattle-vietnamese-restaurant-hopes-community-142331391.html,2026-05-14 18:38:10,newsbatch_7_output,2026-05-15
Dog Haus,"Crescent Centre Drive, Franklin, TN (address not specified)",Opening,"May 14, 2026","opened today, May 14, 2026","Dog Haus opened its second Tennessee location on Crescent Centre Drive in Franklin on May 14, 2026, owned by Nashville resident Michael Deak, a former general manager with the brand. The restaurant is celebrating with promotions benefiting Centennial High School Athletics, including a $3 donation for a free menu item from May 14–17. The brand operates more than 50 locations nationwide and is known for its burgers, hot dogs, sausages, and King's Hawaiian buns.",https://whatnow.com/nashville/restaurants/a-fast-growing-u-s-restaurant-chain-opens-new-tennessee-location/,2026-05-14 18:04:28,newsbatch_7_output,2026-05-15
No qualifying business found (paywall),N/A,N/A,N/A,N/A,Article could not be fetched (403 error). Title indicates a go-to college bar and restaurant in Downtown Boston is closing after 15 years. No further details available.,https://www.masslive.com/boston/2026/05/go-to-college-bar-restaurant-in-downtown-boston-to-close-after-15-years.html,2026-05-14 17:37:00,newsbatch_7_output,2026-05-15
Village Green,"Downtown Ridgewood, NJ (address not specified)",Closing,"Approximately early June 2026 (three weeks from May 14, 2026)",will close for good in three weeks,"Village Green, a fine dining restaurant that opened in Ridgewood in 1989, announced it will permanently close approximately three weeks after its May 14 announcement after a new landlord purchased the building and lease negotiations failed. Owner Kevin Portscher has operated the restaurant for the past 15 years and says he is exploring his next steps.",https://patch.com/new-jersey/ridgewood/amp/34125012/restaurant-in-ridgewood-will-close-after-37-years,2026-05-14 17:22:12,newsbatch_7_output,2026-05-15
MAKE Café,"4712 Felton Street, San Diego, CA 92116",Opening,Not specified,construction has begun; no exact opening date yet,"MAKE Café is moving forward with plans for a new restaurant on Felton Street in Normal Heights, San Diego, according to a recent liquor license application. Construction has begun and will include a 900-square-foot commercial kitchen, a 48-seat dining room, an outdoor bar, and a culinary garden at the former Jackson Electric Company site. No exact opening date has been announced.",https://whatnow.com/san-diego/restaurants/make-cafe-to-open-restaurant-in-san-diego/,2026-05-14 17:16:02,newsbatch_7_output,2026-05-15
A Great Good Place for Books,"Montclair Village, Oakland, CA (address not specified)",Closing,Mid-June 2026,winding down its operations; last day will be in mid-June,"A Great Good Place for Books, an independent bookstore and community staple in Oakland's Montclair Village for over two decades, is closing in mid-June for financial reasons. Owner Kathleen Caldwell announced in April that revenue had been significantly down since January, with foot traffic slowing since the prior July. Several other stores in Montclair Village have also shuttered in recent months.",https://www.sfgate.com/sf-culture/article/oakland-bookstore-closing-montclair-22259109.php,2026-05-14 16:28:04,newsbatch_7_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Facebook post page returned no article content. Title references a family convenience store being recognized. No extractable business opening or closure details available.,https://www.facebook.com/theliverpoolecho/posts/family-ecstatic-to-be-behind-one-of-the-best-convenience-stores/1323446789881594/,2026-05-14 16:13:04,newsbatch_7_output,2026-05-15
FrankieLynn Hot Dogs,"Old Brooklyn, Cleveland, OH (address not specified)",Opening,Not specified,opening permanent restaurant,Article could not be fetched (403 error). Title indicates FrankieLynn Hot Dogs cart is opening a permanent restaurant in Cleveland's Old Brooklyn. No further details available.,https://www.cleveland.com/entertainment/2026/05/frankielynn-hot-dogs-cart-opening-permanent-restaurant-in-clevelands-old-brooklyn.html,2026-05-14 16:13:00,newsbatch_7_output,2026-05-15
J. Crew Factory Store,"Maple Tree Place shopping center, Williston, VT (address not specified)",Opening,"Thursday, May 14, 2026",officially opened on Thursday,"J. Crew Factory Store officially opened at Maple Tree Place shopping center in Williston on Thursday, carrying men's and women's apparel and accessories. The store occupies the former location of Agave Taco and Tequila Casa, which closed in October 2024. Additional grand opening promotions and in-store events were said to be announced in the coming days.",https://www.mynbc5.com/article/j-crew-factory-store-williston-vermont/71306500,2026-05-14 16:06:00,newsbatch_7_output,2026-05-15
Potbelly Sandwich Works (Deerwood Village),"9908 Old Baymeadows Road, Jacksonville, FL",Opening,"May 15, 2026 (grand opening May 16)",expects to open May 15; grand opening May 16,"Potbelly Sandwich Works expects to open its first Jacksonville location on May 15 at Deerwood Village shopping center, with a grand opening celebration on May 16. The roughly 1,566-square-foot restaurant with about 20 seats is the first of seven planned Jacksonville locations, owned by franchise owner Patrick Prendergast.",https://www.aol.com/entertainment/potbelly-sets-opening-date-first-145126418.html,2026-05-14 15:42:13,newsbatch_7_output,2026-05-15
Potbelly Sandwich Works (Hodges Station),"13529 Beach Blvd., Suite 101, Jacksonville, FL",Opening,Mid-June 2026 (anticipated),hoping for a mid-June opening,"A second Jacksonville Potbelly location at Hodges Station shopping center in the Intracoastal West area is already moving forward, with franchise owner Patrick Prendergast hoping for a mid-June opening. The buildout is estimated at $600,000. This is the second of seven planned Jacksonville Potbelly locations.",https://www.aol.com/entertainment/potbelly-sets-opening-date-first-145126418.html,2026-05-14 15:42:13,newsbatch_7_output,2026-05-15
Bain Barbecue (Germantown),"Germantown, TN (address not specified)",Opening,Not specified,ready to open,Article could not be fetched (403 error). Title indicates a Bain Barbecue is expanding to Germantown with a new restaurant ready to open. No further details available.,https://www.bizjournals.com/memphis/news/2026/05/14/bain-barbecue-expands-to-germantown-new-restaurant.html,2026-05-14 15:41:00,newsbatch_7_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article is an industry report on Europe's hotel construction pipeline at Q1 2026 — no specific individual business opening or closure details.,https://www.hotel-online.com/news/europes-hotel-construction-pipeline-grows-and-the-early-planning-stage-hits-a-record-high-project-total-at-q1-2026-close,2026-05-14 15:38:35,newsbatch_7_output,2026-05-15
Shaw's (Marlborough),"Marlborough, MA (address not specified)",Opening,This month (May 2026),opening this month,MSN page returned no article content. Title indicates a Shaw's grocery store in Marlborough is opening this month. No further extractable details available.,https://www.msn.com/en-us/money/companies/shaw-s-grocery-store-in-marlborough-opening-this-month/ar-AA22VZFT,2026-05-14 15:38:18,newsbatch_7_output,2026-05-15
