state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,NAICS  Code,Local Area,Total  Employees,Effective  Date,NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,zip,lwib_area,address,contact_person,collective_bargaining_unit,type_detail
Texas,,,,,,,,,,,,09/30/2025,Holiday Inn Club Vacations Incorporated-The Villages Resort,Smith,East Texas WDA,82.0,11/28/2025,09/30/2025,Flint,,,,,,
Texas,,,,,,,,,,,,09/30/2025,Urban Alchemy (8th Street Shelter),Travis,Capital Area WDA,54.0,09/30/2025,09/30/2025,Austin,,,,,,
Texas,,,,,,,,,,,,09/29/2025,Texas Instruments  (DFAB),Dallas,Dallas County WDA,163.0,12/12/2025,09/29/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,09/25/2025,"Kira Aerospace, LLC. (NBOC)",Anderson,East Texas WDA,6.0,09/30/2025,09/25/2025,Palestine,,,,,,
Texas,,,,,,,,,,,,09/25/2025,Spirit Airlines (W PGL Warehouse),Dallas,Dallas County WDA,51.0,12/01/2025,09/25/2025,Irving,,,,,,
Texas,,,,,,,,,,,,09/24/2025,Spirit Airlines (IAH),Harris,Gulf Coast WDA,173.0,12/01/2025,09/24/2025,Houston,,,,,,
Texas,,,,,,,,,,,,11/19/2025,United Supermarkets,Lubbock,South Plains WDA,126.0,01/19/2026,11/19/2025,Lubbock,,,,,,
Texas,,,,,,,,,,,,11/17/2025,"Couchbase, Inc.",Travis,Capital Area WDA,11.0,01/12/2026,11/17/2025,Austin,,,,,,
Texas,,,,,,,,,,,,11/14/2025,Dometic Corporation,Dallas,Dallas County WDA,54.0,01/12/2026,11/17/2025,Grand Prairie,,,,,,
Texas,,,,,,,,,,,,11/12/2025,DLH Solutions (Dallas CMOP),Dallas,Dallas County WDA,298.0,11/29/2025,11/12/2025,Lancaster,,,,,,
Texas,,,,,,,,,,,,11/08/2025,"Dillard's Inc.(Dillard's Texas Central, LLC)",Collin,North Central Texas WDA,93.0,01/12/2026,11/12/2025,Plano,,,,,,
Texas,,,,,,,,,,,,11/06/2025,AI Fleet,Travis,Capital Area WDA,56.0,11/04/2025,11/06/2025,Austin,,,,,,
Texas,,,,,,,,,,,,11/05/2025,Apogee Architectural Metals,Dallas,Dallas County WDA,58.0,01/03/2026,11/05/2025,Mesquite,,,,,,
Texas,,,,,,,,,,,,11/04/2025,"Firebird Bulk Carriers, Inc. (Victoria)",Victoria,Golden Crescent WDA,3.0,12/30/2025,11/04/2025,Victoria,,,,,,
Texas,,,,,,,,,,,,11/04/2025,"Firebird Bulk Carriers, Inc. (George West)",Live Oak,Coastal Bend WDA,21.0,12/31/2025,11/04/2025,George West,,,,,,
Texas,,,,,,,,,,,,11/04/2025,"Firebird Bulk Carriers, Inc.(Tarzan)",Martin,Permian Basin WDA,1.0,12/31/2025,11/04/2025,Tarzan,,,,,,
Texas,,,,,,,,,,,,10/31/2025,"Firebird Bulk Carriers, Inc.(Dilley)",Frio,Alamo WDA,6.0,12/31/2025,10/31/2025,Dilley,,,,,,
Texas,,,,,,,,,,,,10/31/2025,"Firebird Bulk Carriers, Inc (Dayton)",Liberty,Gulf Coast WDA,2.0,12/31/2025,10/31/2025,Dayton,,,,,,
Texas,,,,,,,,,,,,10/31/2025,"Natura PCR, LLC",Harris,Gulf Coast WDA,88.0,10/15/2025,11/03/2025,Waller,,,,,,
Texas,,,,,,,,,,,,10/30/2025,"Firebird Bulk Carriers, Inc. (Carrizo Springs)",Dimmit,Middle Rio Grande WDA,31.0,12/31/2025,10/31/2025,Carrizo Springs,,,,,,
Texas,,,,,,,,,,,,10/30/2025,"Firebird Bulk Carriers, Inc. (Bryan)",Brazos,Middle Rio Grande WDA,10.0,12/31/2025,10/31/2025,Bryan,,,,,,
Texas,,,,,,,,,,,,10/30/2025,Pure Hothouse Foods LLC,Bexar,Alamo WDA,80.0,12/31/2025,11/03/2025,San Antonio,,,,,,
Texas,,,,,,,,,,,,12/29/2025,FedEx Corporation Facility (Ft. Worth),Tarrant,North Central Texas WDA,89.0,03/02/2026,12/29/2025,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,12/26/2025,"Telvista, Inc.",Tarrant,Tarrant County WDA,110.0,02/28/2026,12/29/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,12/22/2025,ABM Texas General Services (SMU),Dallas,Dallas County WDA,211.0,03/12/2025,12/22/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,12/10/2025,LeeMAH Electronics. Inc.,Dallas,Dallas County WDA,84.0,12/08/2025,12/10/2025,Richardson,,,,,,
Texas,,,,,,,,,,,,12/10/2025,S&S Activewear,Dallas,Dallas County WDA,146.0,12/04/2025,12/10/2025,Irving,,,,,,
Texas,,,,,,,,,,,,12/03/2025,"CRST Expedited, Inc. d/b/a CRST The Transportation Solution, Inc.",Tarrant,Tarrant County WDA,1.0,02/26/2026,12/03/2025,Mansfield,,,,,,
Texas,,,,,,,,,,,,12/03/2025,Grand Lux Café LLC,Harris,Gulf Coast WDA,83.0,01/24/2026,12/04/2025,Houston,,,,,,
Texas,,,,,,,,,,,,12/02/2025,Yang Ming (America) Corporation Updated,Harris,Gulf Coast WDA,105.0,11/30/2025,12/02/2025,Houston,,,,,,
Texas,,,,,,,,,,,,12/02/2025,The Sheraton Arlington Hotel (Urbana Varro Hospitality Management),Tarrant,Tarrant County WDA,110.0,02/15/2026,12/03/2025,Arlington,,,,,,
Texas,,,,,,,,,,,,11/26/2025,"Tyson Foods, Inc. (Amarillo B-Shift Operations",Potter,Panhandle WDA,1761.0,01/20/2026,11/26/2025,Amarillo,,,,,,
Texas,,,,,,,,,,,,11/25/2025,"FedEx Supply Chain Logistics & Electrronics, Inc. (Coppell)",Dallas,Dallas County WDA,856.0,01/29/2026,11/25/2025,Coppell,,,,,,
Texas,,,,,,,,,,,,11/21/2025,Huntington National Bank,Dallas,Dallas County WDA,63.0,01/19/2026,11/21/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,11/18/2025,Wood Group USA Inc.,Brazoria,Gulf Coast WDA,180.0,01/05/2025,11/19/2025,Freeport,,,,,,
Texas,,,,,,,,,,,,01/28/2026,Cardone Industries-Harlingen,Cameron,Cameron County WDA,41.0,01/26/2026,01/28/2026,Harlingen,,,,,,
Texas,,,,,,,,,,,,01/28/2026,Cardone Industries-Arlington,Tarrant,Tarrant County WDA,87.0,01/26/2026,01/28/2026,Arlington,,,,,,
Texas,,,,,,,,,,,,01/28/2026,Fresenius USA Manufacturing,Dallas,Dallas County WDA,67.0,04/10/2026,01/28/2026,Coppell,,,,,,
Texas,,,,,,,,,,,,01/23/2026,Power Plug Inc. (Houston Manufacturing Company),Harris,Gulf Coast WDA,74.0,01/23/2026,01/26/2026,Houston,,,,,,
Texas,,,,,,,,,,,,01/21/2026,Future Proof Brands LLC (Austin),Travis,Capital Area WDA,158.0,02/21/2026,01/21/2026,Austin,,,,,,
Texas,,,,,,,,,,,,01/20/2026,"Tyson Foods, Inc (Amarillo B-Shift Operations) Updated",Potter,Panhandle WDA,1761.0,02/24/2026,01/26/2026,Amarillo,,,,,,
Texas,,,,,,,,,,,,01/14/2026,Francesca's (Houston),Harris,Gulf Coast WDA,202.0,01/08/2026,01/15/2026,Houston,,,,,,
Texas,,,,,,,,,,,,01/09/2026,"Congo, LLC (Updated March 2026)",Denton,North Central Texas WDA,31.0,03/13/2026,01/12/2026,Lewisville,,,,,,
Texas,,,,,,,,,,,,01/07/2026,ComericA Frisco Star Tower Facility,Denton,North Central Texas WDA,184.0,03/13/2026,01/07/2026,Frisco,,,,,,
Texas,,,,,,,,,,,,01/07/2026,Tessera Therapeutics,Harris,Gulf Coast WDA,2.0,03/08/2026,01/07/2026,Friendswood,,,,,,
Texas,,,,,,,,,,,,03/04/2026,"First Brands Group, LLC(Billy Mitchell)",Cameron,Cameron County WDA,345.0,04/30/2026,03/04/2026,Brownsville,,,,,,
Texas,,,,,,,,,,,,03/04/2026,"First Brands Group, LLC. (Titan Dist. Center)",Cameron,Cameron County WDA,183.0,04/30/2026,03/04/2026,Brownsville,,,,,,
Texas,,,,,,,,,,,,03/04/2026,First Brands Group LLC. (ASC Facility),Cameron,Cameron County WDA,43.0,04/30/2026,03/04/2026,Brownsville,,,,,,
Texas,,,,,,,,,,,,03/03/2026,"Campbell Soup Supply Company, LLC",Lamar,North East Texas WDA,205.0,05/01/2026,03/03/2026,Paris,,,,,,
Texas,,,,,,,,,,,,02/19/2026,Stockyards Hotel and H3 Ranch,Tarrant,Tarrant County WDA,120.0,04/06/2026,02/19/2026,Fort Worth,,,,,,
Texas,,,,,,,,,,,,02/19/2026,Bluum USA Inc.,Dallas,Dallas County WDA,60.0,04/20/2026,02/19/2026,Irving,,,,,,
Texas,,,,,,,,,,,,02/19/2026,"Main Street Sports Group, LLC.",Montgomery,Gulf Coast WDA,18.0,04/14/2026,02/19/2026,The Woodlands,,,,,,
Texas,,,,,,,,,,,,02/18/2026,Walgreens (Greens Rd.),Harris,Gulf Coast WDA,159.0,06/01/2026,02/18/2026,Houston,,,,,,
Texas,,,,,,,,,,,,02/11/2026,Comerica Bank(Frisco Star Tower Facility),Denton,North Central Texas WDA,54.0,04/24/2026,02/11/2026,Frisco,,,,,,
Texas,,,,,,,,,,,,02/09/2026,Randalls #3067,Harris,Gulf Coast WDA,94.0,04/18/2026,02/11/2026,Houston,,,,,,
Texas,,,,,,,,,,,,02/04/2026,HGS Solutions,El Paso,Borderplexjobs WDA,92.0,03/31/2026,02/04/2026,El Paso,,,,,,
Texas,,,,,,,,,,,,02/04/2026,"First Brands Group, LLC",Tarrant,North Central Texas WDA,87.0,01/26/2026,02/04/2026,Arlington,,,,,,
Texas,,,,,,,,,,,,02/04/2026,"Empower Clinic Services, LLC",Harris,Gulf Coast WDA,57.0,02/04/2026,02/04/2026,Houston,,,,,,
Texas,,,,,,,,,,,,02/03/2026,Expedia Group Inc. (Austin),Travis,Capital Area WDA,100.0,04/01/2026,02/03/2026,Austin,,,,,,
Texas,,,,,,,,,,,,02/02/2026,Janus International Group,Harris,Gulf Coast WDA,113.0,04/03/2026,02/04/2026,Houston,,,,,,
Texas,,,,,,,,,,,,02/02/2026,Helpful Hands Inc. Joint Base San Antonio-Lackland,Bexar,Alamo WDA,96.0,03/31/2026,02/04/2026,San Antonio,,,,,,
Texas,,,,,,,,,,,,01/29/2026,Compass Connections,Cameron,Cameron County WDA,148.0,03/29/2026,01/29/2026,Harlingen,,,,,,
Texas,,,,,,,,,,,,04/06/2026,"Sodexo (SDH Services East, LLC) HCA Kingwood",Harris,Gulf Coast WDA,81.0,06/13/2026,04/06/2026,Kingwood,,,,,,
Texas,,,,,,,,,,,,04/06/2026,"Sodexo (SDH Services East, LLC) HCA Clear Lake",Harris,Gulf Coast WDA,86.0,06/13/2026,04/06/2026,Webster,,,,,,
Texas,,,,,,,,,,,,04/06/2026,"Sodexo (SDH Services East, LLC) HCA Women's Hospital of Texas",Harris,Gulf Coast WDA,66.0,06/13/2026,04/06/2026,Houston,,,,,,
Texas,,,,,,,,,,,,04/06/2026,"Sodexo (SDH Services East, LLC) HCA Southeast Texas Medical Center",Harris,Gulf Coast WDA,63.0,06/13/2026,04/06/2026,Pasadena,,,,,,
Texas,,,,,,,,,,,,04/02/2026,DSV Contract Logistics (3PL Logistics Facility),Dallas,Dallas County WDA,391.0,04/30/2026,04/07/2026,Wilmer,,,,,,
Texas,,,,,,,,,,,,03/31/2026,"Compass Group USA, Inc. (d/b/a Chartwell's Higher Education (Texas State University)",Hays,Rural Capital WDA,183.0,05/31/2026,03/31/2026,San Marcos,,,,,,
Texas,,,,,,,,,,,,03/31/2026,Hyatt Regency (South Congress Hotel),Travis,Capital Area WDA,126.0,05/31/2026,03/31/2026,Austin,,,,,,
Texas,,,,,,,,,,,,03/26/2026,Tempus Holding INC. d/b/a The Lodge Card Club,Travis,Rural Capital WDA,144.0,03/24/2026,03/31/2026,Round Rock,,,,,,
Texas,,,,,,,,,,,,03/26/2026,Endeavors Eagle Lake Children's Center (Eagle Lake),Colorado,Gulf Coast WDA,88.0,03/24/2026,03/31/2026,Eagle Lake,,,,,,
Texas,,,,,,,,,,,,03/26/2026,"CPLC Texas, Inc. (Magnolia ORR Site)",Cameron,Cameron County WDA,56.0,03/31/2026,03/31/2026,Los Fresnos,,,,,,
Texas,,,,,,,,,,,,03/25/2026,Albertsons #106 (Euless),Tarrant,Tarrant County WDA,82.0,04/25/2026,03/25/2026,Euless,,,,,,
Texas,,,,,,,,,,,,03/25/2026,Albertsons #4286 (W. Freeway),Tarrant,Tarrant County WDA,56.0,04/25/2026,03/25/2026,Fort Worth,,,,,,
Texas,,,,,,,,,,,,03/06/2026,Saks & Company LLC (Saks Fifth Avenue - San Antonio),Bexar,Alamo WDA,71.0,05/06/2026,03/09/2026,San Antonio,,,,,,
Texas,,,,,,,,,,,,03/05/2026,Ashley Furniture Industries (Mesquite),Dallas,Dallas County WDA,266.0,05/07/2026,03/11/2026,Mesquite,,,,,,
Vermont,Wyeth Nutrition,,"Apr 15, 2004",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Wyeth Nutrition,,"Dec 10, 2003",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,U. S. Tsubaki,,"Dec 02, 2003",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Moore Wallace/RR Donnelley Company,,"Aug 19, 2004",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Belden CDT,,"Aug 10, 2004",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Vermont Tubbs Inc.,,"Jul 31, 2003",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Home Depot,,"Jun 03, 2008",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,CFM Corporation/Vermont Castings,,"Apr 09, 2008",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Trident LLC/ClearSource,,"May 15, 2008",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Computer Sciences Corporation,,"Sep 28, 2007",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,S I international,,"Sep 28, 2007",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,MetroGroup Marketing Services,,"Oct 11, 2007",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Standard Register,,"Jan 26, 2007",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Morrisville Center-Genesis Healthcare,,"Jan 02, 2007",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Capital City Press,,"Jan 03, 2006",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Capital City Press,,"Sep 14, 2005",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,"Husky Injection Molding Systems, Inc.",,"Jul 12, 2005",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Specialty Filaments Inc.,,"May 13, 2005",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Monahan Filaments,,"Sep 04, 2009",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,"Saputo Cheese USA, Inc.",,"Oct 22, 2008",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Rutland Plywood Corporation,,"Nov 19, 2008",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,"Lydall Thermal/Acoustical, Inc.",,"Jan 30, 2009",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Plasan Carbon Composites,,"Jan 15, 2009",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Monahan Filaments,,"Apr 17, 2009",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Ethan Allen,,"Jun 24, 2009",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Penn Traffic Company,,"Nov 18, 2009",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Northrop Grumman,St. Albans,"Sep 27, 2010",,,WARN,,,,,,,,,,,,,,05478,00 - Vermont Workforce Investment Area,,,,
Vermont,"Stanley Associates, Inc.",St Albans,"Sep 29, 2010",,,WARN,,,,,,,,,,,,,,05478,00 - Vermont Workforce Investment Area,,,,
Vermont,Flextronics Americas LLC,,"May 25, 2011",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Skyline Corporation,,"Aug 08, 2011",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Hostess Brands,,"May 04, 2012",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,"MVM, Inc.",,"Mar 08, 2013",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Energizer,,"Mar 18, 2013",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Plasan Carbon Composites Inc.,,"Mar 14, 2014",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Kennametal,,"Mar 31, 2014",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Entergy,,"Nov 18, 2014",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,J. C. Penney,,"Jan 07, 2015",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,"Plasan North America, Inc.",,"May 04, 2015",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,JC Penney,,"Jan 07, 2015",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Fairpoint Communications,,"May 27, 2015",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Keurig Green Mountain,,"Aug 06, 2015",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Vermont Castings Group,,"Aug 25, 2015",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Gildan Garments,Northfield,"Aug 26, 2015",,,WARN,,,,,,,,,,,,,,05663,00 - Vermont Workforce Investment Area,,,,
Vermont,G. Housen and Company Inc.,,"Sep 14, 2015",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Gap Inc.,,"Dec 08, 2015",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Morrison Management Specialists,,"Jan 22, 2016",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Keurig Green Mountain,,"Jun 07, 2016",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,VSAC,,"Jun 15, 2016",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,"Dowlings, Inc",,"Aug 01, 2016",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Merchants Bank,,"Mar 10, 2017",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Dollar Express,,"Mar 30, 2017",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Country Home Products,Winooski,"Jun 06, 2017",,,WARN,,,,,,,,,,,,,,05404,00 - Vermont Workforce Investment Area,,,,
Vermont,Brookside Nursing & Rehabilitation Center LLC,,"Nov 08, 2017",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Kmart Corporation,,"Jan 04, 2018",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Entergy and Securitas,,"Mar 20, 2018",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Scenic View Community Care Home,,"May 15, 2018",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,GlobalFoundries US INc.,,"Jun 20, 2018",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Keurig Dr Pepper,Waterbury,"Oct 25, 2018",,,WARN,,,,,,,,,,,,,,05676,00 - Vermont Workforce Investment Area,,,,
Vermont,"Lepage Bakeries Brattleboro, LLC",,"Nov 06, 2018",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Neenah Paper,,"Oct 25, 2018",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,"Sunny Sky Products, LLC",,"Jan 17, 2019",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Bertek Systems Inc.,,"Feb 25, 2019",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Oryza group,,"Mar 26, 2019",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Southern Vermont College,,"Mar 29, 2019",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Spire Hospitality/Top Notch Resort,,"Mar 20, 2020",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Equinox Golf Resort and Spa,,"Mar 27, 2020",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Hilton Lake Champlain,,"Mar 23, 2020",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Meridian Behaviorial Health,,"Feb 19, 2020",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Gannett Publishing Services,,"Feb 27, 2020",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Prime Motor Group/White River Subaru,,"Apr 03, 2020",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Marlboro College,,"May 14, 2020",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,Global Foundries,Essex Junction,"Dec 16, 2022",,,WARN,,,,,,,,,,,,,,05452,00 - Vermont Workforce Investment Area,,,,
Vermont,Marvell,,"Nov 05, 2019",,,WARN,,,,,,,,,,,,,,,00 - Vermont Workforce Investment Area,,,,
Vermont,"Energizer Brands, LLC",Bennington,"Nov 04, 2020",,,WARN,,,,,,,,,,,,,,05201,00 - Vermont Workforce Investment Area,,,,
Vermont,Brattleboro Retreat Mental Health and Addiction,Brattleboro,"Oct 22, 2020",,,WARN,,,,,,,,,,,,,,05302,00 - Vermont Workforce Investment Area,,,,
Vermont,FedEx Freight,Bellows Falls,"Oct 09, 2020",,,WARN,,,,,,,,,,,,,,05101,00 - Vermont Workforce Investment Area,,,,
Vermont,Koffee Kup Bakery- Brattleboro,Brattleboro,"Apr 26, 2021",,,WARN,,,,,,,,,,,,,,05301,00 - Vermont Workforce Investment Area,,,,
Vermont,Koffee Kup Bakery-Burlington,Burlington,"Apr 26, 2021",,,WARN,,,,,,,,,,,,,,05401,00 - Vermont Workforce Investment Area,,,,
Vermont,Keurig Dr. Pepper,Essex Junction,"Mar 05, 2021",,,WARN,,,,,,,,,,,,,,05452,00 - Vermont Workforce Investment Area,,,,
Vermont,People's United Bank,Montpelier,"Jul 22, 2021",,,WARN,,,,,,,,,,,,,,05601,00 - Vermont Workforce Investment Area,,,,
Vermont,Jeld-Wen Windows & Doors,North Springfield,"Jun 20, 2022",,,WARN,,,,,,,,,,,,,,05150,00 - Vermont Workforce Investment Area,,,,
Vermont,"Soundview Vermont Holdings, LLC",Putney,"Jan 15, 2024",,,WARN,,,,,,,,,,,,,,05346,00 - Vermont Workforce Investment Area,,,,
Vermont,The Orvis Company,Sunderland,"Oct 04, 2024",,,WARN,,,,,,,,,,,,,,05250,00 - Vermont Workforce Investment Area,,,,
Vermont,Big Lots,Westerville,"Jul 30, 2024",,,WARN,,,,,,,,,,,,,,43082,00 - Vermont Workforce Investment Area,,,,
Vermont,ITC Federal,Essex Junction,"Dec 03, 2024",,,WARN,,,,,,,,,,,,,,05453,00 - Vermont Workforce Investment Area,,,,
Vermont,The Orvis Company,Arlington,"Jun 18, 2025",,,WARN,,,,,,,,,,,,,,05250,00 - Vermont Workforce Investment Area,,,,
Vermont,Fed Ex Corporation,Williston,"Apr 30, 2025",,,WARN,,,,,,,,,,,,,,05495,00 - Vermont Workforce Investment Area,,,,
Vermont,"America's Gardening Resouces inc, dba Gardeners supply",Burlington,"Jul 24, 2025",,,WARN,,,,,,,,,,,,,,05401,00 - Vermont Workforce Investment Area,,,,
Vermont,University of Vermont Health Network,Burlington,"Jul 29, 2025",,,WARN,,,,,,,,,,,,,,05401,00 - Vermont Workforce Investment Area,,,,
Vermont,ITC Federal,Essex Junction,"Sep 30, 2025",,,WARN,,,,,,,,,,,,,,05452,00 - Vermont Workforce Investment Area,,,,
Vermont,HP Hood,Barre,"Sep 24, 2025",,,WARN,,,,,,,,,,,,,,05641,00 - Vermont Workforce Investment Area,,,,
Vermont,Calmont Beverage,Barre,"Jan 22, 2026",,,WARN,,,,,,,,,,,,,,05641,00 - Vermont Workforce Investment Area,,,,
Vermont,Maple Ridge Memory Care and Lodge,Essex Junction,"Jan 30, 2026",,,WARN,,,,,,,,,,,,,,05452,00 - Vermont Workforce Investment Area,,,,
Virginia,Central Garden & Pet,"Richmond, VA",04/14/2026,04/14/2026,94,Closure,,,,,,,,,,,,,,,,"5701 Eastport Blvd, Richmond, VA 23231",Erin Carr,,
Virginia,Voyant Beauty,"Roanoke, VA",04/10/2026,06/30/2026,95,Closure,,,,,,,,,,,,,,,,"4411 Plantation Road NE, Roanoke, VA 24012",Marbella Duran,,
Virginia,PCA (Packaging Corporation of America),"Richmond, VA",03/31/2026,06/01/2026,109,Closure,,,,,,,,,,,,,,,,"2000 Richmond Highway, Richmond, VA 23224",Mark Romaniuk,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and service Workers International Union, Local No. 8-699",
Virginia,BAE Systems,"Vienna, VA",03/19/2026,03/18/2026,119,Layoff,,,,,,,,,,,,,,,,"47479 Holiday Drive, Sterling, VA 20166",Leriza Alcancia,,
Virginia,Bering Global Solutions (BGS),"Arlington, VA",03/18/2026,06/30/2026,108,Layoff,,,,,,,,,,,,,,,,"701 S Courthouse Rd, Arlington, VA 22204",Kat Stevens,"Kent Emery, President, kemery@quspu.com; Lonnie Davis, Vice President, comedianl@yahoo.com; Mike Martin, Union Representative, michaeltyronema@gmail.com; John Rymes, Union Representative, johnrhymes@icloud.com",
Virginia,C2 Technologies,"McLean, VA",03/02/2026,03/06/2026,2,Layoff,,,,,,,,,,,,,,,,"7601 Lewinsville Road, Suite 200, McLean, VA 22102",Felicity Booker,,
